spi,market_segment,landed,month,year
314.0630262,RCR,0,12,2031
314.4343802,RCR,0,1,2032
315.0310356,RCR,0,2,2032
315.5880129,RCR,0,3,2032
316.0656089,RCR,0,4,2032
316.6638167,RCR,0,5,2032
317.2865265,RCR,0,6,2032
317.8612103,RCR,0,7,2032
318.455585,RCR,0,8,2032
318.9962,RCR,0,9,2032
319.4781161,RCR,0,10,2032
319.8831883,RCR,0,11,2032
320.2419117,RCR,0,12,2032
320.7978294,RCR,0,1,2033
321.3611984,RCR,0,2,2033
321.8822317,RCR,0,3,2033
322.269452,RCR,0,4,2033
322.9350665,RCR,0,5,2033
323.4713308,RCR,0,6,2033
324.1963601,RCR,0,7,2033
324.5855324,RCR,0,8,2033
325.1200948,RCR,0,9,2033
325.5993405,RCR,0,10,2033
326.1530103,RCR,0,11,2033
326.6384092,RCR,0,12,2033
327.1158888,RCR,0,1,2034
327.8122155,RCR,0,2,2034
328.2535282,RCR,0,3,2034
328.8364999,RCR,0,4,2034
329.314774,RCR,0,5,2034
329.8839764,RCR,0,6,2034
330.2745874,RCR,0,7,2034
330.7692306,RCR,0,8,2034
331.1976616,RCR,0,9,2034
331.7871853,RCR,0,10,2034
332.254551,RCR,0,11,2034
332.8957117,RCR,0,12,2034
333.3975423,RCR,0,1,2035
333.9562008,RCR,0,2,2035
334.5733692,RCR,0,3,2035
335.0008748,RCR,0,4,2035
335.6986586,RCR,0,5,2035
336.2013223,RCR,0,6,2035
336.8700523,RCR,0,7,2035
337.2818166,RCR,0,8,2035
337.7959606,RCR,0,9,2035
338.3599207,RCR,0,10,2035
338.8153347,RCR,0,11,2035
339.4908196,RCR,0,12,2035
340.1158683,RCR,0,1,2036
340.6758511,RCR,0,2,2036
341.2100087,RCR,0,3,2036
341.7741059,RCR,0,4,2036
342.2595845,RCR,0,5,2036
342.7922298,RCR,0,6,2036
343.3536382,RCR,0,7,2036
343.9018302,RCR,0,8,2036
344.4194576,RCR,0,9,2036
344.9244324,RCR,0,10,2036
345.4895916,RCR,0,11,2036
345.8836057,RCR,0,12,2036
346.4454448,RCR,0,1,2037
346.9275332,RCR,0,2,2037
347.3048839,RCR,0,3,2037
347.8711291,RCR,0,4,2037
348.4226736,RCR,0,5,2037
348.9832761,RCR,0,6,2037
349.5820704,RCR,0,7,2037
350.1085074,RCR,0,8,2037
350.855346,RCR,0,9,2037
351.3353145,RCR,0,10,2037
352.0632077,RCR,0,11,2037
352.7786233,RCR,0,12,2037
353.2412756,RCR,0,1,2038
353.797807,RCR,0,2,2038
354.492221,RCR,0,3,2038
354.8090551,RCR,0,4,2038
355.4662795,RCR,0,5,2038
356.0348969,RCR,0,6,2038
356.4743316,RCR,0,7,2038
357.1680185,RCR,0,8,2038
357.7617178,RCR,0,9,2038
358.2799656,RCR,0,10,2038
358.7161004,RCR,0,11,2038
359.302524,RCR,0,12,2038
359.8306453,RCR,0,1,2039
360.2543717,RCR,0,2,2039
360.8124384,RCR,0,3,2039
361.5166565,RCR,0,4,2039
362.0167538,RCR,0,5,2039
362.5689805,RCR,0,6,2039
363.2179065,RCR,0,7,2039
363.6211279,RCR,0,8,2039
364.1661388,RCR,0,9,2039
364.5736969,RCR,0,10,2039
365.0349143,RCR,0,11,2039
365.4933029,RCR,0,12,2039
365.9930358,RCR,0,1,2040
366.4648051,RCR,0,2,2040
366.9557516,RCR,0,3,2040
367.4477078,RCR,0,4,2040
367.9145732,RCR,0,5,2040
368.5491726,RCR,0,6,2040
368.9817531,RCR,0,7,2040
369.5982081,RCR,0,8,2040
370.185708,RCR,0,9,2040
370.7514158,RCR,0,10,2040
371.4001588,RCR,0,11,2040
371.7706831,RCR,0,12,2040
372.4421162,RCR,0,1,2041
372.8338823,RCR,0,2,2041
373.3534128,RCR,0,3,2041
373.9288261,RCR,0,4,2041
374.5227361,RCR,0,5,2041
375.0229543,RCR,0,6,2041
375.6560579,RCR,0,7,2041
376.1020605,RCR,0,8,2041
376.6054551,RCR,0,9,2041
377.1788396,RCR,0,10,2041
377.7395123,RCR,0,11,2041
378.2240302,RCR,0,12,2041
378.5187261,RCR,0,1,2042
378.9946626,RCR,0,2,2042
379.3996929,RCR,0,3,2042
380.0209111,RCR,0,4,2042
380.3409888,RCR,0,5,2042
380.7484457,RCR,0,6,2042
381.2598493,RCR,0,7,2042
381.7574788,RCR,0,8,2042
382.3584651,RCR,0,9,2042
382.8509938,RCR,0,10,2042
383.3991018,RCR,0,11,2042
384.0549626,RCR,0,12,2042
384.5743101,RCR,0,1,2043
385.1388863,RCR,0,2,2043
385.8532907,RCR,0,3,2043
386.3658659,RCR,0,4,2043
386.9749209,RCR,0,5,2043
387.4608265,RCR,0,6,2043
387.8963055,RCR,0,7,2043
388.519817,RCR,0,8,2043
389.1164396,RCR,0,9,2043
389.7065474,RCR,0,10,2043
390.2799033,RCR,0,11,2043
390.8384519,RCR,0,12,2043
391.4678289,RCR,0,1,2044
392.0540404,RCR,0,2,2044
392.6749378,RCR,0,3,2044
393.0895159,RCR,0,4,2044
393.6742132,RCR,0,5,2044
394.26379,RCR,0,6,2044
394.8313539,RCR,0,7,2044
395.4897042,RCR,0,8,2044
395.9099092,RCR,0,9,2044
396.5167831,RCR,0,10,2044
397.0107759,RCR,0,11,2044
397.7413198,RCR,0,12,2044
398.3476169,RCR,0,1,2045
398.7964673,RCR,0,2,2045
399.3846326,RCR,0,3,2045
399.9032329,RCR,0,4,2045
400.2459658,RCR,0,5,2045
400.8018315,RCR,0,6,2045
401.4205651,RCR,0,7,2045
402.0704712,RCR,0,8,2045
402.6581591,RCR,0,9,2045
403.256268,RCR,0,10,2045
403.7328298,RCR,0,11,2045
404.3479996,RCR,0,12,2045
404.7129355,RCR,0,1,2046
405.2167828,RCR,0,2,2046
405.68948,RCR,0,3,2046
406.1666377,RCR,0,4,2046
406.8198735,RCR,0,5,2046
407.2347007,RCR,0,6,2046
407.7838196,RCR,0,7,2046
408.1157108,RCR,0,8,2046
408.7030223,RCR,0,9,2046
409.2479164,RCR,0,10,2046
409.7445797,RCR,0,11,2046
410.2217788,RCR,0,12,2046
410.8059186,RCR,0,1,2047
411.2867719,RCR,0,2,2047
411.6674901,RCR,0,3,2047
412.3598113,RCR,0,4,2047
412.9064716,RCR,0,5,2047
413.3695244,RCR,0,6,2047
413.9519358,RCR,0,7,2047
414.3992289,RCR,0,8,2047
414.8617748,RCR,0,9,2047
415.4095739,RCR,0,10,2047
415.9683496,RCR,0,11,2047
416.4710779,RCR,0,12,2047
417.0013353,RCR,0,1,2048
417.5491251,RCR,0,2,2048
418.070088,RCR,0,3,2048
418.718486,RCR,0,4,2048
419.3283188,RCR,0,5,2048
419.8972184,RCR,0,6,2048
420.5455618,RCR,0,7,2048
421.1999739,RCR,0,8,2048
421.8727628,RCR,0,9,2048
422.2929926,RCR,0,10,2048
422.9830747,RCR,0,11,2048
423.7035056,RCR,0,12,2048
424.2687362,RCR,0,1,2049
424.8220059,RCR,0,2,2049
425.3517174,RCR,0,3,2049
425.944173,RCR,0,4,2049
426.585454,RCR,0,5,2049
427.1246104,RCR,0,6,2049
427.6793842,RCR,0,7,2049
428.1449013,RCR,0,8,2049
428.7800827,RCR,0,9,2049
429.4251766,RCR,0,10,2049
429.9426564,RCR,0,11,2049
430.4959265,RCR,0,12,2049
430.9848204,RCR,0,1,2050
431.6040618,RCR,0,2,2050
432.2238405,RCR,0,3,2050
432.6974306,RCR,0,4,2050
433.4060819,RCR,0,5,2050
433.7830419,RCR,0,6,2050
434.2427594,RCR,0,7,2050
434.6914915,RCR,0,8,2050
435.267628,RCR,0,9,2050
435.8357597,RCR,0,10,2050
436.2710625,RCR,0,11,2050
436.8486897,RCR,0,12,2050
